S.No,College Code,College Name,Category,District,Courses Offered
213,573,GRACE POLYTECHNIC COLLEGE,SELF FINANCING,TUTICORIN,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
214,574,MAHENDRA POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
215,575,M.A.R POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
216,576,PA POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
217,577,R V S POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
218,578,T S SRINIVASAN CENTRE FOR POLYTECHNIC COLLEGE AND ADVANCED G,SELF FINANCING,THIRUVALLUR,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Tool and Die Engineering, Diploma in Computer Engineering"
219,579,SURYA POLYTECHNIC COLLEGE,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
220,580,FX POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
221,581,SUN POLYTECHNIC COLLEGE,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
222,582,MOTHER TERASA POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
223,583,SAKTHI INSTITUTE OF FASHION TECHNOLOGY,SELF FINANCING,TIRUPPUR,"Diploma in Fashion Technology, Diploma in Apparel Technology"
224,584,SUDHARSAN POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
225,585,ARAVINDAR POLYTECHNIC COLLEGE,SELF FINANCING,DINDIGUL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
226,586,PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE,SELF FINANCING,THANJAVUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
227,587,A R J POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVARUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
228,588,ARULMURUGAN POLYTECHNIC COLLEGE.,SELF FINANCING,KARUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
229,589,CHENDHURAN POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
230,590,THE KONGU POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
231,591,KONGHU VELALAR POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
232,592,M.A.M. POLYTECHNIC COLLEGE,SELF FINANCING,TIRUCHIRAPPALLI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
233,593,NAGASIVA POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
234,594,P S R POLYTECHNIC COLLEGE,SELF FINANCING,VIRUDHUNAGAR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
235,595,SHREENIVASA POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
236,596,SRI VENGATESWARAA POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
237,597,SRINIVASAN POLYTECHNIC COLLEGE,SELF FINANCING,PERAMBALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
238,598,THE KAVERY INSTITUTE OF TECHNOLOGY,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
239,599,MAHARANI POLYTECHNIC COLLEGE,SELF FINANCING,TIRUPPUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
240,701,VETRI VINAYAHA POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
241,702,AAROORAN POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVARUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
242,703,ELUMALAIYAN POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVARUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
243,704,MAISURII POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
244,705,KONGUNADU POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
245,707,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE,SELF FINANCING,ARIYALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
246,708,THE NEW POLYTECHNIC COLLEGE,SELF FINANCING,TRIHCY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
247,710,PAVENDAR BHARATHIDASAN POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
248,711,SRG POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
249,712,SRI BHARATHI VELU POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
250,713,SUDHARSHANA POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
251,714,THENI KAMMAVAR SANGAM POLYTECHNIC COLLEGE,SELF FINANCING,THENI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
252,715,SRI RENGA POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
253,716,N P R POLYTECHNIC COLLEGE,SELF FINANCING,DINDIGUL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
254,717,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
255,718,THE SURABI COLLEGE OF POLYTECHNIC,SELF FINANCING,RANIPET,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
256,719,NATIONAL INSTITUTE OF POLYTECHNIC,SELF FINANCING,ARIYALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
257,720,PSN POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
258,721,ROYAL POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
259,722,UDHAYAM POLYTECHNIC COLLEGE,SELF FINANCING,RAMANATHAPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
260,723,CAPE POLYTECHNIC COLLEGE,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
261,724,MUSIRI INSTITUTE OF TECHNOLOGY,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
262,725,THE INDIAN POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
263,726,PSN INSTITUTE OF TECHNOLOGY,SELF FINANCING,KANNIYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
264,727,SRI REGIONAL GANDHI POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
265,728,BHAVANI POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
266,729,KARTHIKEYA POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
267,730,SRI RAMAKRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,PERAMBALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
268,731,ERODE KONGU COLLEGE OF POLYTECHNIIC,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
269,732,GANDHI POLYTECHNIC COLLEGE,SELF FINANCING,ERODE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
270,733,SALEM KONGU POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
271,734,KOTTAI MARIYAMMAN POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
272,735,EXCEL POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
273,736,SRI JAY MARUTHI POLYTECHNIC COLLEGE,SELF FINANCING,PERAMBALUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
274,737,PAAVENDHAR POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
275,738,SRI RENGESWARAR POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
276,739,VOICE OF GOD POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
277,740,SRI BALAKRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,TIRUPPUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
278,741,NARASIMMA PALLAVAN POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
279,742,CHOLAN INSTITUTE OF TECHNOLOGY,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
280,743,GUDIYATTAM POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
281,744,SRI RAMACHANDRA POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
282,745,RAJALAKSHMI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
283,746,SRI ANNAMALAIYAR POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
284,747,SRI RENUGAMBAL POLYTECHNIC COLLEGE,SELF FINANCING,TIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
285,748,DHIVYA POLYTECHNIC COLLEGE,SELF FINANCING,TIRUVANNAMALAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
286,749,A.K.T MEMORIAL POLYTECHNIC COLLEGE,SELF FINANCING,VILLUPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
287,750,AYYAPPA POLYTECHNIC COLLEGE,SELF FINANCING,CUDDALORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
288,752,SASTHAA POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
289,753,MAHATH AMMA POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
290,754,ST JOSEPH POLYTECHNIC COLLEGE,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
291,755,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN,SELF FINANCING,PUDUKKOTTAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
292,756,JAYARAM POLYTECHNIC COLLEGE,SELF FINANCING,TIRUCHIRAPPALLI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
293,757,IMAYAM POLYTECHNIC COLLEGE,SELF FINANCING,TIRUCHIRAPPALLI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
294,758,ANNAI COLLEGE OF POLYTECHNIC,SELF FINANCING,THANJAVUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
295,759,THIRUVALLUVAR POLYTECHNIC COLLEGE,SELF FINANCING,MADURAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
296,760,SRI BALAMURUGAN POLYTECHNIC COLLEGE,SELF FINANCING,PALANI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
297,761,JAYAM POLYTECHNIC COLLEGE,SELF FINANCING,TIRUCHIRAPPALLI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
298,762,N.V.POLYTECHNIC COLLEGE,SELF FINANCING,TIRUPPUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
299,763,THIRUVALLUVAR POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
300,764,SRI RANGANATHAR INSTITUTE OF POLYTECHNIC COLLEGE,SELF FINANCING,COIMBATORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
301,765,SIR ISSAC NEWTON POLYTECHNIC COLLEGE,SELF FINANCING,NAGAPATTINAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
302,766,HAJI SHEIK ISMAIL POLYTECHNIC COLLEGE,SELF FINANCING,NAGAPATTINAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
303,767,DON BOSCO POLYTECHNIC COLLEGE,SELF FINANCING,NAGAPATTINAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
304,768,VIVEKANANDA POLYTECHNIC COLLEGE,SELF FINANCING,SIVAGANGAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
305,769,ST.MICHAEL POLYTECHNIC COLLEGE,SELF FINANCING,SIVAGANGAI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
306,770,THE KEVIN POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
307,772,PET POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
308,774,UDAYA INSTITUTE OF TECHNOLOGY,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
309,775,UNION CHRISTIAN POLYTECHNIC COLLEHE,SELF FINANCING,KANYAKUMARI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
310,776,SRI RAMAKRISHNA POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
311,777,VICKRAM POLYTECHNIC COLLEGE,SELF FINANCING,SIVAGANGA,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
312,778,ADIPARASAKTHI POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
313,780,S.VEERASAMY CHETTIAR POLYTECHNIC COLLEGE,SELF FINANCING,TIRUNELVELI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
314,781,C.M.ANNAMALAI POLYTECHNIC COLLEGE,SELF FINANCING,THIRUVALLUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
315,782,S.S.K. POLYTECHNIC COLLEGE,SELF FINANCING,TRICHY,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
316,783,SRI KARPAGA POLYTECHNIC COLLEGE,SELF FINANCING,KANCHIPURAM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
317,784,SVS POLYTECHNIC COLLEGE,SELF FINANCING,NAMAKKAL,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
318,785,GURU RAAGAVINDRA POLYTECHNIC COLLEGE,SELF FINANCING,VELLORE,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
319,786,MARUTAMNELLI POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
320,788,MIT POLYTECHNIC COLLEGE,SELF FINANCING,SALEM,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
321,789,KKS MANI POLYTECHNIC COLLEGE,SELF FINANCING,THANJAVUR,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
322,790,PARAMVEER POLYTECHNIC COLLEGE,SELF FINANCING,DHARMAPURI,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering"
